ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT
825	Dutch	*stebnō	stem	stɛm	s t ɛ m		227	s t ɛ - m -
1165	ProtoGermanic	*stekanan	*stekanan	stekanan	s t e k a n a n		320	s t e k a n ( a n )
1166	German	*stekanan	stechen	ʃtɛxən	ʃ t ɛ x ə n		320	ʃ t ɛ x ə n ( - - )
1167	Dutch	*stekanan	steken	steːkə	s t eː k ə		320	s t eː k ə - ( - - )
456	ProtoGermanic	*stelanan	*stelanan	stelanan	s t e l a n a n		126	s t e l a n ( a n )
457	German	*stelanan	stehlen	ʃteːlən	ʃ t eː l ə n		126	ʃ t eː l ə n ( - - )
458	English	*stelanan	steal	stiːl	s t iː l		126	s t iː l - - ( - - )
459	Dutch	*stelanan	stelen	steːlə	s t eː l ə		126	s t eː l ə - ( - - )
1389	ProtoGermanic	*stelljanan	*stelljanan	stelljanan	s t e lː j a n a n		382	s t e lː j a n ( a n )
1390	German	*stelljanan	stillen	ʃtɪlən	ʃ t ɪ l ə n		382	ʃ t ɪ l - ə n ( - - )
1391	English	*stelljanan	still	stɪl	s t ɪ l		382	s t ɪ l - - - ( - - )
1392	Dutch	*stelljanan	stillen	stɪlə	s t ɪ l ə		382	s t ɪ l - ə - ( - - )
445	ProtoGermanic	*steltjōn	*steltjōn	steltjoːn	s t e l t j oː n		123	s t e l t j oː ( n )
446	German	*steltjōn	Stelze	ʃtɛlt͡sə	ʃ t ɛ l ts ə		123	ʃ t ɛ l ts - ə ( - )
447	English	*steltjōn	stilt	stɪlt	s t ɪ l t		123	s t ɪ l t - - ( - )
448	Dutch	*steltjōn	stelt	stɛlt	s t ɛ l t		123	s t ɛ l t - - ( - )
318	ProtoGermanic	*sterbanan	*sterbanan	sterbanan	s t e r b a n a n		89	s t e r b a n a n
319	German	*sterbanan	sterben	ʃtɛrbən	ʃ t ɛ r b ə n		89	ʃ t ɛ r b ə n - -
320	English	*sterbanan	starve	stɑːv	s t ɑː v		89	s t ɑː - v - - - -
321	Dutch	*sterbanan	sterven	stɛrvə	s t ɛ r v ə		89	s t ɛ r v ə - - -
27	ProtoGermanic	*stertaz	*stertaz	stertaz	s t e r t a z		8	s t e r t ( a z )
28	German	*stertaz	Sterz	ʃtɛrt͡s	ʃ t ɛ r ts		8	ʃ t ɛ r ts ( - - )
29	English	*stertaz	start	stɑːt	s t ɑː t		8	s t ɑː - t ( - - )
30	Dutch	*stertaz	staart	staːrt	s t aː r t		8	s t aː r t ( - - )
270	ProtoGermanic	*steuran	*steuran	steuran	s t eu r a n		75	s t eu - r ( a n )
271	German	*steuran	Steuer	ʃtɔyər	ʃ t ɔy ə r		75	ʃ t ɔy ə r ( - - )
272	Dutch	*steuran	stuur	styːr	s t yː r		75	s t yː - r ( - - )
728	ProtoGermanic	*strakkjanan	*strakkjanan	strakkjanan	s t r a kː j a n a n		201	s t r a kː j a n ( a n )
729	German	*strakkjanan	strecken	ʃtrɛkən	ʃ t r ɛ k ə n		201	ʃ t r ɛ k - ə n ( - - )
730	English	*strakkjanan	stretch	strɛʧ	s t r ɛ tʃ		201	s t r ɛ tʃ - - - ( - - )
731	Dutch	*strakkjanan	strekken	strɛkə	s t r ɛ k ə		201	s t r ɛ k - ə - ( - - )
491	ProtoGermanic	*strangiz	*strangiz	strangiz	s t r a n g i z		135	s t r a n g ( i z )
492	German	*strangiz	Strang	ʃtraŋ	ʃ t r a ŋ		135	ʃ t r a ŋ - ( - - )
493	English	*strangiz	string	strɪŋ	s t r ɪ ŋ		135	s t r ɪ ŋ - ( - - )
494	Dutch	*strangiz	streng	strɛŋ	s t r ɛ ŋ		135	s t r ɛ ŋ - ( - - )
1355	ProtoGermanic	*straumaz	*straumaz	straumaz	s t r au m a z		373	s t r au m ( a z )
1356	German	*straumaz	Strom	ʃtroːm	ʃ t r oː m		373	ʃ t r oː m ( - - )
1357	English	*straumaz	stream	striːm	s t r iː m		373	s t r iː m ( - - )
1358	Dutch	*straumaz	stroom	stroːm	s t r oː m		373	s t r oː m ( - - )
1250	ProtoGermanic	*strawan	*strawan	strawan	s t r a w a n		344	s t r a ( w a n )
1251	German	*strawan	Stroh	ʃtroː	ʃ t r oː		344	ʃ t r oː ( - - - )
1252	English	*strawan	straw	strɔː	s t r ɔː		344	s t r ɔː ( - - - )
1253	Dutch	*strawan	stro	stroː	s t r oː		344	s t r oː ( - - - )
355	ProtoGermanic	*strawjanan	*strawjanan	strawjanan	s t r a w j a n a n		99	s t r a w j a n ( a n )
356	German	*strawjanan	streuen	ʃtrɔyən	ʃ t r ɔy ə n		99	ʃ t r ɔy - - ə n ( - - )
357	English	*strawjanan	strew	struː	s t r uː		99	s t r uː - - - - ( - - )
358	Dutch	*strawjanan	strooien	stroːjə	s t r oː j ə		99	s t r oː - j ə - ( - - )
1894	ProtoGermanic	*stukkaz	*stukkaz	stukkaz	s t u kː a z		521	s t u kː ( a z )
1895	German	*stukkaz	Stock	ʃtɔk	ʃ t ɔ k		521	ʃ t ɔ k ( - - )
1896	English	*stukkaz	stock	stɔk	s t ɔ k		521	s t ɔ k ( - - )
1897	Dutch	*stukkaz	stok	stɔk	s t ɔ k		521	s t ɔ k ( - - )
591	ProtoGermanic	*sturkaz	*sturkaz	sturkaz	s t u r k a z		163	s t u r k ( a z )
592	German	*sturkaz	Storch	ʃtɔrx	ʃ t ɔ r x		163	ʃ t ɔ r x ( - - )
593	English	*sturkaz	stork	stɔːk	s t ɔː k		163	s t ɔː - k ( - - )
667	ProtoGermanic	*sturmaz	*sturmaz	sturmaz	s t u r m a z		184	s t u r m ( a z )
668	German	*sturmaz	Sturm	ʃtʊrm	ʃ t ʊ r m		184	ʃ t ʊ r m ( - - )
669	English	*sturmaz	storm	stɔːm	s t ɔː m		184	s t ɔː - m ( - - )
670	Dutch	*sturmaz	storm	stɔrm	s t ɔ r m		184	s t ɔ r m ( - - )
539	ProtoGermanic	*stēnan	*stēnan	steːnan	s t eː n a n		148	s t eː - n ( a n )
540	German	*stēnan	stehen	ʃteːən	ʃ t eː ə n		148	ʃ t eː ə n ( - - )
541	Dutch	*stēnan	staan	staːn	s t aː n		148	s t aː - n ( - - )
438	ProtoGermanic	*stīganan	*stīganan	stiːganan	s t iː g a n a n		121	s t iː g a n ( a n )
439	German	*stīganan	steigen	ʃtaiɡən	ʃ t ai g ə n		121	ʃ t ai g ə n ( - - )
440	Dutch	*stīganan	stijgen	stɛɪɣə	s t ɛɪ ɣ ə		121	s t ɛɪ ɣ ə - ( - - )
604	ProtoGermanic	*stōdan	*stōdan	stoːdan	s t oː d a n		167	s t oː d a ( n )
605	German	*stōdan	Stute	ʃtuːtə	ʃ t uː t ə		167	ʃ t uː t ə ( - )
606	English	*stōdan	stud	stʌd	s t ʌ d		167	s t ʌ d - ( - )
1887	ProtoGermanic	*stōlaz	*stōlaz	stoːlaz	s t oː l a z		519	s t oː l ( a z )
1888	German	*stōlaz	Stuhl	ʃtuːl	ʃ t uː l		519	ʃ t uː l ( - - )
1889	English	*stōlaz	stool	stuːl	s t uː l		519	s t uː l ( - - )
1890	Dutch	*stōlaz	stoel	stuːl	s t uː l		519	s t uː l ( - - )
1864	ProtoGermanic	*sumeraz	*sumeraz	sumeraz	s u m e r a z		513	s u m e r ( a z )
1865	German	*sumeraz	Sommer	zɔmər	z ɔ m ə r		513	z ɔ m ə r ( - - )
1866	English	*sumeraz	summer	sʌmər	s ʌ m ə r		513	s ʌ m ə r ( - - )
1867	Dutch	*sumeraz	zomer	zoːmər	z oː m ə r		513	z oː m ə r ( - - )
1648	ProtoGermanic	*sundrōjanan	*sundrōjanan	sundroːjanan	s u n d r oː j a n a n		454	( - - ) s u n d - r ( oː j a n a n )
1649	German	*sundrōjanan	sondern	zɔndərn	z ɔ n d ə r n		454	( - - ) z ɔ n d ə r ( - n - - - - )
1650	English	*sundrōjanan	sunder	sʌndər	s ʌ n d ə r		454	( - - ) s ʌ n d ə r ( - - - - - - )
1651	Dutch	*sundrōjanan	afzonderen	ɑfsɔndərə	ɑ f s ɔ n d ə r ə		454	( ɑ f ) s ɔ n d ə r ( ə - - - - - )
1750	ProtoGermanic	*sunnōn	*sunnōn	sunnoːn	s u nː oː n		481	s u nː ( oː n )
1751	German	*sunnōn	Sonne	zɔnə	z ɔ n ə		481	z ɔ n ( ə - )
1752	English	*sunnōn	sun	sʌn	s ʌ n		481	s ʌ n ( - - )
1753	Dutch	*sunnōn	zon	zɔn	z ɔ n		481	z ɔ n ( - - )
688	ProtoGermanic	*sunuz	*sunuz	sunuz	s u n u z		190	s u n ( u z )
689	German	*sunuz	Sohn	zoːn	z oː n		190	z oː n ( - - )
690	Dutch	*sunuz	zoon	zoːn	z oː n		190	z oː n ( - - )
1095	ProtoGermanic	*surgō	*surgō	surgoː	s u r g oː		301	s u r g oː
1096	German	*surgō	Sorge	zɔrɡə	z ɔ r g ə		301	z ɔ r g ə
1097	English	*surgō	sorrow	sɔrəʊ	s ɔ r əʊ		301	s ɔ r əʊ -
1098	Dutch	*surgō	zorg	zɔrx	z ɔ r x		301	z ɔ r x -
1453	ProtoGermanic	*suxtiz	*suxtiz	suxtiz	s u x t i z		399	s u x t ( i z )
1454	German	*suxtiz	Sucht	zʊxt	z ʊ x t		399	z ʊ x t ( - - )
1455	Dutch	*suxtiz	zucht	zʉxt	z ʉ x t		399	z ʉ x t ( - - )
1278	ProtoGermanic	*swalgwōn	*swalgwōn	swalgwoːn	s w a l gʷ oː n		352	s w a l ( - gʷ oː n )
1279	German	*swalgwōn	Schwalbe	ʃvalbə	ʃ v a l b ə		352	ʃ v a l ( - b ə - )
1280	English	*swalgwōn	swallow	sʋɔləʊ	s ʋ ɔ l əʊ		352	s ʋ ɔ l ( əʊ - - - )
1281	Dutch	*swalgwōn	zwaluw	zʋaːlyːʋ	z ʋ aː l yː ʋ		352	z ʋ aː l ( yː ʋ - - )
1623	ProtoGermanic	*swanaz	*swanaz	swanaz	s w a n a z		447	s w a n ( a z )
1624	German	*swanaz	Schwan	ʃvaːn	ʃ v aː n		447	ʃ v aː n ( - - )
1625	English	*swanaz	swan	sʋɔn	s ʋ ɔ n		447	s ʋ ɔ n ( - - )
1898	ProtoGermanic	*swangwjanan	*swangwjanan	swangwjanan	s w a n gʷ j a n a n		522	s w a n gʷ ( - j ) a n ( a n )
1899	German	*swangwjanan	schwenken	ʃvɛŋkən	ʃ v ɛ ŋ k ə n		522	ʃ v ɛ ŋ - ( k - ) ə n ( - - )
1900	Dutch	*swangwjanan	zwenken	zʋɛŋkə	z ʋ ɛ ŋ k ə		522	z ʋ ɛ ŋ - ( k - ) ə - ( - - )
675	ProtoGermanic	*swellanan	*swellanan	swellanan	s w e lː a n a n		186	s w e lː a n ( a n )
676	German	*swellanan	schwellen	ʃvɛlən	ʃ v ɛ l ə n		186	ʃ v ɛ l ə n ( - - )
677	English	*swellanan	swell	sʋɛl	s ʋ ɛ l		186	s ʋ ɛ l - - ( - - )
980	ProtoGermanic	*swemmanan	*swemmanan	swemmanan	s w e mː a n a n		270	s w e mː a n ( a n )
981	German	*swemmanan	schwimmen	ʃvɪmən	ʃ v ɪ m ə n		270	ʃ v ɪ m ə n ( - - )
982	English	*swemmanan	swim	sʋɪm	s ʋ ɪ m		270	s ʋ ɪ m - - ( - - )
983	Dutch	*swemmanan	zwemmen	zʋɛmə	z ʋ ɛ m ə		270	z ʋ ɛ m ə - ( - - )
206	ProtoGermanic	*swerdan	*swerdan	swerdan	s w e r d a n		58	s w e r d ( a n )
207	German	*swerdan	Schwert	ʃveːrt	ʃ v eː r t		58	ʃ v eː r t ( - - )
208	English	*swerdan	sword	sɔːd	s ɔː d		58	s - ɔː - d ( - - )
209	Dutch	*swerdan	zwaard	zʋaːrt	z ʋ aː r t		58	z ʋ aː r t ( - - )
1050	ProtoGermanic	*swestēr	*swestēr	swesteːr	s w e s t eː r		289	s w e s t eː r
1051	German	*swestēr	Schwester	ʃvɛstər	ʃ v ɛ s t ə r		289	ʃ v ɛ s t ə r
1052	English	*swestēr	sister	sɪstər	s ɪ s t ə r		289	s - ɪ s t ə r
1053	Dutch	*swestēr	zuster	zʉstər	z ʉ s t ə r		289	z - ʉ s t ə r
1073	ProtoGermanic	*swīnan	*swīnan	swiːnan	s w iː n a n		295	s w iː n ( a n )
1074	German	*swīnan	Schwein	ʃvain	ʃ v ai n		295	ʃ v ai n ( - - )
1075	English	*swīnan	swine	sʋaɪn	s ʋ aɪ n		295	s ʋ aɪ n ( - - )
1076	Dutch	*swīnan	zwijn	zʋɛɪn	z ʋ ɛɪ n		295	z ʋ ɛɪ n ( - - )
229	ProtoGermanic	*sīdōn	*sīdōn	siːdoːn	s iː d oː n		64	s iː d oː ( n )
230	German	*sīdōn	Seite	zaitə	z ai t ə		64	z ai t ə ( - )
231	English	*sīdōn	side	saɪd	s aɪ d		64	s aɪ d - ( - )
797	ProtoGermanic	*sīnaz poss.	*sīnaz poss.	siːnaz_poss.	s iː n a z		219	s iː n ( a z )
798	German	*sīnaz poss.	sein	zain	z ai n		219	z ai n ( - - )
799	Dutch	*sīnaz poss.	zijn	zɛɪn	z ɛɪ n		219	z ɛɪ n ( - - )
104	ProtoGermanic	*sōkjanan	*sōkjanan	soːkjanan	s oː k j a n a n		30	s oː k j a n ( a n )
105	German	*sōkjanan	suchen	zuːxən	z uː x ə n		30	z uː x - ə n ( - - )
106	English	*sōkjanan	seek	siːk	s iː k		30	s iː k - - - ( - - )
107	Dutch	*sōkjanan	zoeken	zuːkə	z uː k ə		30	z uː k - ə - ( - - )
1493	ProtoGermanic	*sūganan	*sūganan	suːganan	s uː g a n a n		411	s uː g a n ( a n )
1494	German	*sūganan	saugen	zauɡən	z au g ə n		411	z au g ə n ( - - )
1495	Dutch	*sūganan	zuigen	zœyɣə	z œy ɣ ə		411	z œy ɣ ə - ( - - )
1359	ProtoGermanic	*sūpanan	*sūpanan	suːpanan	s uː p a n a n		374	s uː p a n ( a n )
1360	German	*sūpanan	saufen	zaufən	z au f ə n		374	z au f ə n ( - - )
1361	English	*sūpanan	sup	sʌp	s ʌ p		374	s ʌ p - - ( - - )
1362	Dutch	*sūpanan	zuipen	zœypə	z œy p ə		374	z œy p ə - ( - - )
1584	ProtoGermanic	*taiknan	*taiknan	taiknan	t ai k n a n		436	t ai k - n ( a n )
1585	German	*taiknan	Zeichen	t͡saixən	ts ai x ə n		436	ts ai x ə n ( - - )
1586	English	*taiknan	token	təʊkən	t əʊ k ə n		436	t əʊ k ə n ( - - )
1587	Dutch	*taiknan	teken	teːkə	t eː k ə		436	t eː k ə - ( - - )
1715	ProtoGermanic	*taixwō	*taixwō	taixwoː	t ai xʷ oː		472	t ai ( xʷ oː - )
1716	German	*taixwō	Zehe	t͡seːə	ts eː ə		472	ts eː ( - ə - )
1717	English	*taixwō	toe	təʊ	t əʊ		472	t əʊ ( - - - )
1718	Dutch	*taixwō	teen	teːn	t eː n		472	t eː ( - - n )
1183	ProtoGermanic	*talaz	*talaz	talaz	t a l a z		325	t a l ( a z )
1184	German	*talaz	Zahl	t͡saːl	ts aː l		325	ts aː l ( - - )
1185	Dutch	*talaz	taal	taːl	t aː l		325	t aː l ( - - )
1200	ProtoGermanic	*tangō	*tangō	tangoː	t a n g oː		330	t a n g ( oː - )
1201	German	*tangō	Zange	t͡saŋə	ts a ŋ ə		330	ts a ŋ - ( ə - )
1202	English	*tangō	tongs	tɔŋz	t ɔ ŋ z		330	t ɔ ŋ - ( - z )
1203	Dutch	*tangō	tang	tɑŋ	t ɑ ŋ		330	t ɑ ŋ - ( - - )
326	ProtoGermanic	*tappōn	*tappōn	tappoːn	t a pː oː n		91	t a pː oː ( n )
327	German	*tappōn	Zapfen	t͡sap͡fən	ts a pf ə n		91	ts a pf ə ( n )
328	English	*tappōn	tap	tæp	t æ p		91	t æ p - ( - )
329	Dutch	*tappōn	tap	tɑp	t ɑ p		91	t ɑ p - ( - )
1381	ProtoGermanic	*tauxmaz	*tauxmaz	tauxmaz	t au x m a z		380	t au x m ( a z )
1382	German	*tauxmaz	Zaum	t͡saum	ts au m		380	ts au - m ( - - )
1383	English	*tauxmaz	team	tiːm	t iː m		380	t iː - m ( - - )
1384	Dutch	*tauxmaz	toom	toːm	t oː m		380	t oː - m ( - - )
810	ProtoGermanic	*temran	*temran	temran	t e m r a n		223	t e m - - r ( a n )
811	German	*temran	Zimmer	t͡sɪmər	ts ɪ m ə r		223	ts ɪ m - ə r ( - - )
812	English	*temran	timber	tɪmbər	t ɪ m b ə r		223	t ɪ m b ə r ( - - )
858	ProtoGermanic	*texun	*texun	texun	t e x u n		237	t e x u n
859	German	*texun	zehn	t͡seːn	ts eː n		237	ts eː - - n
860	English	*texun	ten	tɛn	t ɛ n		237	t ɛ - - n
861	Dutch	*texun	tien	tiːn	t iː n		237	t iː - - n
976	ProtoGermanic	*tikkōn	*tikkōn	tikkoːn	t i kː oː n		269	t i kː ( oː n )
977	German	*tikkōn	Zecke	t͡sɛkə	ts ɛ k ə		269	ts ɛ k ( ə - )
978	English	*tikkōn	tick	tɪk	t ɪ k		269	t ɪ k ( - - )
979	Dutch	*tikkōn	teek	teːk	t eː k		269	t eː k ( - - )
1676	ProtoGermanic	*tredanan	*tredanan	tredanan	t r e d a n a n		461	t r e d a n ( a n )
1677	German	*tredanan	treten	treːtən	t r eː t ə n		461	t r eː t ə n ( - - )
1678	English	*tredanan	tread	trɛd	t r ɛ d		461	t r ɛ d - - ( - - )
1679	Dutch	*tredanan	treden	treːdə	t r eː d ə		461	t r eː d ə - ( - - )
1214	ProtoGermanic	*trugan	*trugan	trugan	t r u g a n		334	t r u g ( a n )
1215	German	*trugan	Trog	troːk	t r oː k		334	t r oː k ( - - )
1216	English	*trugan	trough	trɔf	t r ɔ f		334	t r ɔ f ( - - )
1668	ProtoGermanic	*tungōn	*tungōn	tungoːn	t u n g oː n		459	t u n g oː ( n )
1669	German	*tungōn	Zunge	t͡sʊŋə	ts ʊ ŋ ə		459	ts ʊ ŋ - ə ( - )
1670	English	*tungōn	tongue	tʌŋ	t ʌ ŋ		459	t ʌ ŋ - - ( - )
1671	Dutch	*tungōn	tong	tɔŋ	t ɔ ŋ		459	t ɔ ŋ - - ( - )
1254	ProtoGermanic	*tuxtiz	*tuxtiz	tuxtiz	t u x t i z		345	t u x t ( i z )
1255	German	*tuxtiz	Zucht	t͡sʊxt	ts ʊ x t		345	ts ʊ x t ( - - )
1256	Dutch	*tuxtiz	tucht	tʉxt	t ʉ x t		345	t ʉ x t ( - - )
955	ProtoGermanic	*tīdiz	*tīdiz	tiːdiz	t iː d i z		263	t iː d ( i z )
956	German	*tīdiz	Zeit	t͡sait	ts ai t		263	ts ai t ( - - )
957	English	*tīdiz	tide	taɪd	t aɪ d		263	t aɪ d ( - - )
958	Dutch	*tīdiz	tijd	tɛɪt	t ɛɪ t		263	t ɛɪ t ( - - )
1734	ProtoGermanic	*tūnan	*tūnan	tuːnan	t uː n a n		477	t uː n ( a n )
1735	German	*tūnan	Zaun	t͡saun	ts au n		477	ts au n ( - - )
1736	English	*tūnan	town	taʊn	t aʊ n		477	t aʊ n ( - - )
1737	Dutch	*tūnan	tuin	tœyn	t œy n		477	t œy n ( - - )
1007	ProtoGermanic	*ufnaz	*ufnaz	ufnaz	u f n a z		277	u f - n ( a z )
1008	German	*ufnaz	Ofen	oːfən	oː f ə n		277	oː f ə n ( - - )
1009	English	*ufnaz	oven	ʌvṇ	ʌ v ə n		277	ʌ v ə n ( - - )
1010	Dutch	*ufnaz	oven	oːvə	oː v ə		277	oː v ə - ( - - )
506	ProtoGermanic	*utraz	*utraz	utraz	u t r a z		139	u t - r ( a z )
507	German	*utraz	Otter	ɔtər	ɔ t ə r		139	ɔ t ə r ( - - )
508	English	*utraz	adder	ædər	æ d ə r		139	æ d ə r ( - - )
509	Dutch	*utraz	adder	ɑdər	ɑ d ə r		139	ɑ d ə r ( - - )
681	ProtoGermanic	*uxsōn	*uxsōn	uxsoːn	u x s oː n		188	u x s oː ( n )
682	German	*uxsōn	Ochse	ɔksə	ɔ k s ə		188	ɔ k s ə ( - )
683	English	*uxsōn	ox	ɔks	ɔ k s		188	ɔ k s - ( - )
684	Dutch	*uxsōn	os	ɔs	ɔ s		188	ɔ - s - ( - )
817	ProtoGermanic	*uzdaz	*uzdaz	uzdaz	u z d a z		225	u z d ( a z )
818	German	*uzdaz	Ort	ɔrt	ɔ r t		225	ɔ r t ( - - )
819	Dutch	*uzdaz	oord	oːrt	oː r t		225	oː r t ( - - )
1274	ProtoGermanic	*wabsaz	*wabsaz	wabsaz	w a b s a z		351	w a - b s ( a z )
1275	German	*wabsaz	Wespe	vɛspə	v ɛ s p ə		351	v ɛ s p - ( ə - )
1276	English	*wabsaz	wasp	ʋɔsp	ʋ ɔ s p		351	ʋ ɔ s p - ( - - )
1277	Dutch	*wabsaz	wesp	ʋɛsp	ʋ ɛ s p		351	ʋ ɛ s p - ( - - )
1011	ProtoGermanic	*wadan	*wadan	wadan	w a d a n		278	w a d ( a n )
1012	German	*wadan	Watt	vat	v a t		278	v a t ( - - )
1013	Dutch	*wadan	wad	ʋɑt	ʋ ɑ t		278	ʋ ɑ t ( - - )
651	ProtoGermanic	*wadanan	*wadanan	wadanan	w a d a n a n		180	w a d a n ( a n )
652	German	*wadanan	waten	vaːtən	v aː t ə n		180	v aː t ə n ( - - )
653	English	*wadanan	wade	ʋeɪd	ʋ eɪ d		180	ʋ eɪ d - - ( - - )
654	Dutch	*wadanan	waden	ʋaːdə	ʋ aː d ə		180	ʋ aː d ə - ( - - )
633	ProtoGermanic	*wagnaz	*wagnaz	wagnaz	w a g n a z		175	w a g - n ( a z )
634	German	*wagnaz	Wagen	vaːɡən	v aː g ə n		175	v aː g ə n ( - - )
635	English	*wagnaz	wain	ʋeɪn	ʋ eɪ n		175	ʋ eɪ - - n ( - - )
636	Dutch	*wagnaz	wagen	ʋaːɣə	ʋ aː ɣ ə		175	ʋ aː ɣ ə - ( - - )
685	ProtoGermanic	*wainōjanan	*wainōjanan	wainoːjanan	w ai n oː j a n a n		189	w ai n oː j a n a n
686	German	*wainōjanan	weinen	vainən	v ai n ə n		189	v ai n - - ə n - -
687	English	*wainōjanan	whine	ʋaɪn	ʋ aɪ n		189	ʋ aɪ n - - - - - -
1267	ProtoGermanic	*waiθiz	*waiθiz	waiθiz	w ai θ i z		349	w ai θ ( i z )
1268	German	*waiθiz	Weide	vaidə	v ai d ə		349	v ai d ( ə - )
1269	English	*waiθiz	withy	ʋɪðɪ	ʋ ɪ ð ɪ		349	ʋ ɪ ð ( ɪ - )
1270	Dutch	*waiθiz	weide	ʋɛɪdə	ʋ ɛɪ d ə		349	ʋ ɛɪ d ( ə - )
161	ProtoGermanic	*wakjanan	*wakjanan	wakjanan	w a k j a n a n		46	w a k j a n ( a n )
162	German	*wakjanan	wecken	vɛkən	v ɛ k ə n		46	v ɛ k - ə n ( - - )
163	Dutch	*wakjanan	wekken	ʋɛkə	ʋ ɛ k ə		46	ʋ ɛ k - ə - ( - - )
1036	ProtoGermanic	*wakēnan	*wakēnan	wakeːnan	w a k eː n a n		285	w a k eː n ( a n )
1037	German	*wakēnan	wachen	vaxən	v a x ə n		285	v a x ə n ( - - )
1038	English	*wakēnan	wake	ʋeɪk	ʋ eɪ k		285	ʋ eɪ k - - ( - - )
1039	Dutch	*wakēnan	waken	ʋaːkə	ʋ aː k ə		285	ʋ aː k ə - ( - - )
409	ProtoGermanic	*walaz	*walaz	walaz	w a l a z		113	w a l ( a z )
410	German	*walaz	Wal	vaːl	v aː l		113	v aː l ( - - )
411	English	*walaz	whale	ʋeɪl	ʋ eɪ l		113	ʋ eɪ l ( - - )
412	Dutch	*walaz	wal	ʋɑl	ʋ ɑ l		113	ʋ ɑ l ( - - )
1261	ProtoGermanic	*waldanan	*waldanan	waldanan	w a l d a n a n		347	w a l d a n ( a n )
1262	German	*waldanan	walten	valtən	v a l t ə n		347	v a l t ə n ( - - )
1263	English	*waldanan	wield	ʋiːld	ʋ iː l d		347	ʋ iː l d - - ( - - )
1656	ProtoGermanic	*waljanan	*waljanan	waljanan	w a l j a n a n		456	w a l j a n ( a n )
1657	German	*waljanan	wollen	vɔlən	v ɔ l ə n		456	v ɔ l - ə n ( - - )
1658	English	*waljanan	will	ʋɪl	ʋ ɪ l		456	ʋ ɪ l - - - ( - - )
1659	Dutch	*waljanan	willen	ʋɪlə	ʋ ɪ l ə		456	ʋ ɪ l - ə - ( - - )
699	ProtoGermanic	*walθuz	*walθuz	walθuz	w a l θ u z		193	w a l θ ( u z )
700	German	*walθuz	Wald	valt	v a l t		193	v a l d ( - - )
701	English	*walθuz	wold	ʋəʊld	ʋ əʊ l d		193	ʋ əʊ l d ( - - )
702	Dutch	*walθuz	woud	ʋɑut	ʋ ɑu t		193	ʋ ɑu - t ( - - )
1427	ProtoGermanic	*wangon	*wangon	wangon	w a n g o n		392	w a n g ( o n )
1428	German	*wangon	Wange	vaŋə	v a ŋ ə		392	v a ŋ - ( ə - )
1429	Dutch	*wangon	wang	ʋɑŋ	ʋ ɑ ŋ		392	ʋ ɑ ŋ - ( - - )
1761	ProtoGermanic	*warpan	*warpan	warpan	w a r p a n		484	w a r p ( a n )
1762	German	*warpan	Werft	vɛrft	v ɛ r f t		484	v ɛ r f ( t - )
1763	English	*warpan	warp	ʋɔːp	ʋ ɔː p		484	ʋ ɔː - p ( - - )
1764	Dutch	*warpan	werf	ʋɛrf	ʋ ɛ r f		484	ʋ ɛ r f ( - - )
1168	ProtoGermanic	*warto	*warto	warto	w a r t o		321	w a r - t o
1169	German	*warto	Warze	vart͡sə	v a r ts ə		321	v a r - ts ə
1170	English	*warto	wart	ʋɔːt	ʋ ɔː t		321	ʋ ɔː - - t -
1171	Dutch	*warto	wrat	ʋrɑt	ʋ r ɑ t		321	ʋ - r ɑ t -
1264	ProtoGermanic	*wasjanan	*wasjanan	wasjanan	w a s j a n a n		348	w a s j a n ( a n )
1265	German	*wasjanan	wehren	veːrən	v eː r ə n		348	v eː r - ə n ( - - )
1266	Dutch	*wasjanan	weren	ʋeːrə	ʋ eː r ə		348	ʋ eː r - ə - ( - - )
996	ProtoGermanic	*waskanan	*waskanan	waskanan	w a s k a n a n		274	w a s k a n ( a n )
997	German	*waskanan	waschen	vaʃən	v a ʃ ə n		274	v a ʃ - ə n ( - - )
998	English	*waskanan	wash	ʋɔʃ	ʋ ɔ ʃ		274	ʋ ɔ ʃ - - - ( - - )
999	Dutch	*waskanan	wassen	ʋɑsə	ʋ ɑ s ə		274	ʋ ɑ s - ə - ( - - )
1127	ProtoGermanic	*watnan	*watnan	watoːr	w a t n a n		310	w a t oː r
1128	German	*watnan	Wasser	vasər	v a s ə r		310	v a s ə r
1129	English	*watnan	water	ʋɔːtər	ʋ ɔː t ə r		310	ʋ ɔː t ə r
1130	Dutch	*watnan	water	ʋaːtər	ʋ aː t ə r		310	ʋ aː t ə r
844	ProtoGermanic	*waxsan	*waxsan	waxsan	w a x s a n		233	w a x s ( a n )
845	German	*waxsan	Wachs	vaks	v a k s		233	v a k s ( - - )
846	English	*waxsan	wax	ʋæks	ʋ æ k s		233	ʋ æ k s ( - - )
847	Dutch	*waxsan	was	ʋɑs	ʋ ɑ s		233	ʋ ɑ - s ( - - )
691	ProtoGermanic	*waxsanan	*waxsanan	waxsanan	w a x s a n a n		191	w a x s a n ( a n )
692	German	*waxsanan	wachsen	vaksən	v a k s ə n		191	v a k s ə n ( - - )
693	English	*waxsanan	wax	ʋæks	ʋ æ k s		191	ʋ æ k s - - ( - - )
694	Dutch	*waxsanan	wassen	ʋɑsə	ʋ ɑ s ə		191	ʋ ɑ - s ə - ( - - )
